,page,country,rev_id,rev_ids,ratings,Geography,Population mid-2018 (millions)
97,Information Minister of the Palestinian National Authority,palestinian territory,393276188.0,393276188.0,Stub,,
98,Finance Minister of the Palestinian National Authority,palestinian territory,596181202.0,596181202.0,Start,,
99,Planning Minister of the Palestinian National Authority,palestinian territory,633612729.0,633612729.0,Start,,
100,Hossam Arafat (politician),palestinian territory,680933208.0,680933208.0,Stub,,
101,Tawfik Tirawi,palestinian territory,701106976.0,701106976.0,Start,,
102,Isam al-Qadi,palestinian territory,706650943.0,706650943.0,Stub,,
103,Hussein al-Araj,palestinian territory,707669406.0,707669406.0,Stub,,
104,Mohammad Barghouti,palestinian territory,708269321.0,708269321.0,Stub,,
105,Ahmed Khalidi,palestinian territory,708495719.0,708495719.0,Stub,,
106,Health Minister of the Palestinian National Authority,palestinian territory,708817890.0,708817890.0,Stub,,
107,Qais Abd al-Karim,palestinian territory,709529097.0,709529097.0,Stub,,
108,Mahmoud Aloul,palestinian territory,709567584.0,709567584.0,Stub,,
109,Victor Batarseh,palestinian territory,709994434.0,709994434.0,Stub,,
110,Hanna Nasser (academic),palestinian territory,710133339.0,710133339.0,Start,,
111,Anastas Hanania,palestinian territory,710390049.0,710390049.0,Start,,
112,Joudeh George Murqos,palestinian territory,710676772.0,710676772.0,Stub,,
113,Ali al-Sartawi,palestinian territory,710990363.0,710990363.0,Stub,,
114,Jamal Tirawi,palestinian territory,712310215.0,712310215.0,Start,,
115,Samir Abu Eisheh,palestinian territory,713203735.0,713203735.0,Stub,,
116,Sami Taha,palestinian territory,713505054.0,713505054.0,Start,,
117,Ayyub Musallam,palestinian territory,714176771.0,714176771.0,Stub,,
118,Hajj Essa Hamed,palestinian territory,714181175.0,714181175.0,Stub,,
119,Hasan Tahboub,palestinian territory,714208891.0,714208891.0,Stub,,
120,Hanna Nasser,palestinian territory,714586856.0,714586856.0,Stub,,
121,Ghazi Hanania,palestinian territory,715125381.0,715125381.0,Stub,,
122,Amin Abd al-Hadi,palestinian territory,716425885.0,716425885.0,Stub,,
123,Samir Hulileh,palestinian territory,717174805.0,717174805.0,Start,,
124,Hatem Qafisha,palestinian territory,717350346.0,717350346.0,Stub,,
125,Nayef Rajoub,palestinian territory,717907429.0,717907429.0,Stub,,
126,Ghassan Shakaa,palestinian territory,720225559.0,720225559.0,Stub,,
127,Salim Zanoun,palestinian territory,720541817.0,720541817.0,Stub,,
128,Ahmad Bahar (Palestinian politician),palestinian territory,725592476.0,725592476.0,Stub,,
129,Umm Nidal,palestinian territory,729635985.0,729635985.0,C,,
130,Aref al-Dajani,palestinian territory,730565205.0,730565205.0,Start,,
131,Faed Mustafa,palestinian territory,730612889.0,730612889.0,Stub,,
132,Interior Minister of the Palestinian National Authority,palestinian territory,734366909.0,734366909.0,C,,
133,Samiha Khalil,palestinian territory,737316891.0,737316891.0,Start,,
134,Imil Jarjoui,palestinian territory,738485209.0,738485209.0,Stub,,
135,Abu Zakaria al-Jamal,palestinian territory,740251014.0,740251014.0,Stub,,
136,Mustafa al-Khalidi,palestinian territory,740562507.0,740562507.0,Stub,,
137,Samir Ghawshah,palestinian territory,741240899.0,741240899.0,Start,,
138,Fuad Kokaly,palestinian territory,742810698.0,742810698.0,Stub,,
139,Janet Mikhail,palestinian territory,742930612.0,742930612.0,Stub,,
140,Hind Khoury,palestinian territory,744229617.0,744229617.0,Stub,,
141,Saloum Cohen,palestinian territory,744680083.0,744680083.0,Stub,,
142,Ahmed Majdalani,palestinian territory,745445418.0,745445418.0,Start,,
143,Faidi al-Alami,palestinian territory,746561126.0,746561126.0,Stub,,
144,Arafat scarf,palestinian territory,752269980.0,752269980.0,Stub,,
145,Zuhir al-Qaisi,palestinian territory,754951299.0,754951299.0,C,,
146,Mohammed Shabir,palestinian territory,754960024.0,754960024.0,Start,,
147,Said Seyam,palestinian territory,755358806.0,755358806.0,C,,
148,Atef Adwan,palestinian territory,756834998.0,756834998.0,Start,,
149,Moussa Arafat,palestinian territory,756836183.0,756836183.0,Start,,
150,Khouloud Daibes,palestinian territory,757565638.0,757565638.0,Stub,,
151,Nahid al-Rayyis,palestinian territory,759387598.0,759387598.0,Start,,
152,Rawhi Fattouh,palestinian territory,760357919.0,760357919.0,Start,,
153,Wasfi Kabha,palestinian territory,760375386.0,760375386.0,Stub,,
154,Omar Hammayil,palestinian territory,760380012.0,760380012.0,Stub,,
155,Mohammed Milhim,palestinian territory,760380700.0,760380700.0,Stub,,
156,Faisal Husseini,palestinian territory,765742925.0,765742925.0,Start,,
157,Haidar Abdel-Shafi,palestinian territory,766784372.0,766784372.0,Start,,
158,Nasser al-Shaer,palestinian territory,766840809.0,766840809.0,Start,,
159,Omar Abd al-Razaq,palestinian territory,766847361.0,766847361.0,Stub,,
160,Adnan al-Husayni,palestinian territory,767482479.0,767482479.0,Stub,,
161,Ziad Abu Amr,palestinian territory,767881055.0,767881055.0,Start,,
162,Ziad Abuzayyad,palestinian territory,768374386.0,768374386.0,Start,,
163,Azzam al-Ahmad,palestinian territory,769135700.0,769135700.0,Stub,,
164,Leila Shahid,palestinian territory,769328020.0,769328020.0,Start,,
165,Sharm El Sheikh Memorandum,palestinian territory,771217707.0,771217707.0,Start,,
166,Hussein al-Husayni,palestinian territory,773002344.0,773002344.0,Start,,
167,Riyad al-Maliki,palestinian territory,773227993.0,773227993.0,Start,,
168,Yasser Abed Rabbo,palestinian territory,774821388.0,774821388.0,C,,
169,Isra al-Modallal,palestinian territory,775535912.0,775535912.0,Start,,
170,Jamal Abu Samhadana,palestinian territory,775898615.0,775898615.0,C,,
171,Sufian Abu Zaida,palestinian territory,776289919.0,776289919.0,Start,,
172,Taysir Khalid,palestinian territory,776386870.0,776386870.0,Stub,,
173,Ibrahim Nassar,palestinian territory,776831011.0,776831011.0,Start,,
174,Anwar Khatib,palestinian territory,777026878.0,777026878.0,Start,,
175,Jamil Majdalawi,palestinian territory,779034357.0,779034357.0,Stub,,
176,Foreign Affairs Minister of the Palestinian National Authority,palestinian territory,779105366.0,779105366.0,Start,,
177,Rabiha Diab,palestinian territory,779367907.0,779367907.0,Stub,,
178,Ahmed Hilmi Pasha,palestinian territory,782105397.0,782105397.0,C,,
179,Majida Al-Masri,palestinian territory,783041670.0,783041670.0,Stub,,
180,Emil Ghuri,palestinian territory,784373796.0,784373796.0,Stub,,
181,Ali Jarbawi,palestinian territory,784662302.0,784662302.0,Start,,
182,Jamal al-Jamal,palestinian territory,784977752.0,784977752.0,Start,,
183,Jamal al-Husayni,palestinian territory,785938135.0,785938135.0,B,,
184,Musa al-Husayni,palestinian territory,785938199.0,785938199.0,B,,
185,Salim al-Husayni,palestinian territory,785938222.0,785938222.0,Stub,,
186,Mustafa Barghouti,palestinian territory,787198183.0,787198183.0,C,,
187,Abdel Hafiz Nofal,palestinian territory,787385830.0,787385830.0,Start,,
188,Zaki al-Ghul,palestinian territory,787447130.0,787447130.0,Stub,,
189,Oslo I Accord,palestinian territory,787453135.0,787453135.0,C,,
190,Adly Yaish,palestinian territory,787691185.0,787691185.0,Stub,,
191,Intissar al-Wazir,palestinian territory,788004334.0,788004334.0,Start,,
192,Muhammad Abu Tir,palestinian territory,788019130.0,788019130.0,C,,
193,"Palestinian general election, 1996",palestinian territory,788023506.0,788023506.0,C,,
194,Protocol Concerning the Redeployment in Hebron,palestinian territory,788026998.0,788026998.0,C,,
195,Yousef al-Khalidi,palestinian territory,788159128.0,788159128.0,Stub,,
196,List of mayors of Nablus,palestinian territory,788189214.0,788189214.0,Stub,,
197,Khalil al-Hayya,palestinian territory,788437086.0,788437086.0,Stub,,
198,President of the Palestinian National Authority,palestinian territory,788509815.0,788509815.0,B,,
199,Fathi Ahmad Hammad,palestinian territory,788591724.0,788591724.0,Stub,,
200,Abdullah Rimawi,palestinian territory,788953220.0,788953220.0,GA,,
201,Yahya Hammuda,palestinian territory,788988278.0,788988278.0,Stub,,
202,Hani al-Hassan,palestinian territory,789228790.0,789228790.0,Start,,
203,Bashir Barghouti,palestinian territory,790695172.0,790695172.0,Start,,
204,Bassam as-Salhi,palestinian territory,790721748.0,790721748.0,Stub,,
205,Khalida Jarrar,palestinian territory,791881528.0,791881528.0,B,,
206,Kamel al-Budeiri,palestinian territory,792611747.0,792611747.0,Start,,
207,Zuheir Mohsen,palestinian territory,792615206.0,792615206.0,C,,
208,Abdel-Razak al-Yehiyeh,palestinian territory,793718428.0,793718428.0,Start,,
209,Abu Ali Mustafa,palestinian territory,794170874.0,794170874.0,Start,,
210,Salah Khalaf,palestinian territory,794482018.0,794482018.0,C,,
211,Kamal Nasser,palestinian territory,795004000.0,795004000.0,Start,,
212,Current members of Palestinian Legislative Council,palestinian territory,795648388.0,795648388.0,Start,,
213,Fathi Hamad,palestinian territory,796124047.0,796124047.0,Start,,
214,Musa Alami,palestinian territory,796697881.0,796697881.0,C,,
215,Palestinian Declaration of Independence,palestinian territory,796911861.0,796911861.0,C,,
216,Ahmad Kurd,palestinian territory,796924085.0,796924085.0,Stub,,
217,Amin al-Majaj,palestinian territory,796961464.0,796961464.0,Start,,
218,Aziz Duwaik,palestinian territory,797021613.0,797021613.0,C,,
219,Ahmed Yassin,palestinian territory,797122322.0,797122322.0,GA,,
220,Hanan Ashrawi,palestinian territory,797806716.0,797806716.0,C,,
221,Cause of Yasser Arafat's death,palestinian territory,798100387.0,798100387.0,B,,
222,Kassim Al-Rimawi,palestinian territory,798262559.0,798262559.0,Start,,
223,Ibrahim Abu-Lughod,palestinian territory,798282902.0,798282902.0,C,,
224,Islah Jad,palestinian territory,798331360.0,798331360.0,Start,,
225,Issam Sartawi,palestinian territory,798732432.0,798732432.0,C,,
226,Marwan Barghouti,palestinian territory,798913975.0,798913975.0,GA,,
227,Mohammad Shtayyeh,palestinian territory,799023109.0,799023109.0,C,,
228,Mohammed Dahlan,palestinian territory,799023535.0,799023535.0,C,,
229,Nabil Shaath,palestinian territory,799072017.0,799072017.0,Start,,
230,Nabeel Kassis,palestinian territory,799209138.0,799209138.0,Start,,
231,Mahmoud al-Mabhouh,palestinian territory,799802471.0,799802471.0,GA,,
232,Qadura Fares,palestinian territory,799858795.0,799858795.0,Stub,,
233,Leila Khaled,palestinian territory,800067783.0,800067783.0,C,,
234,Muhammad Nimr al-Hawari,palestinian territory,800264686.0,800264686.0,C,,
235,Wadie Haddad,palestinian territory,800268417.0,800268417.0,Start,,
236,Munib al-Masri,palestinian territory,800663648.0,800663648.0,C,,
237,Suha Arafat,palestinian territory,800718761.0,800718761.0,C,,
238,Taba Summit,palestinian territory,800748567.0,800748567.0,C,,
239,Sari Nusseibeh,palestinian territory,800949001.0,800949001.0,C,,
240,Education Minister of the Palestinian National Authority,palestinian territory,801102332.0,801102332.0,Start,,
241,Yaqub al-Ghusayn,palestinian territory,801214518.0,801214518.0,Start,,
242,Khaled Mashal,palestinian territory,801299475.0,801299475.0,B,,
243,Ziad Abu Ein,palestinian territory,801335922.0,801335922.0,C,,
244,Zuhdi Labib Terzi,palestinian territory,801507800.0,801507800.0,Start,,
245,Raghib al-Nashashibi,palestinian territory,801867039.0,801867039.0,Start,,
246,Jamila Abdallah Taha al-Shanti,palestinian territory,802082257.0,802082257.0,Stub,,
247,Jibril Rajoub,palestinian territory,802302873.0,802302873.0,C,,
248,Abdelrahman al-Dajani,palestinian territory,802436402.0,802436402.0,Stub,,
249,Ahmad Agha Duzdar,palestinian territory,802436510.0,802436510.0,Stub,,
250,Musa al-Alami (mayor of Jerusalem),palestinian territory,802436655.0,802436655.0,Stub,,
251,Hussam ad-Din Jarallah,palestinian territory,802438226.0,802438226.0,Start,,
252,As'ad Shukeiri,palestinian territory,802444446.0,802444446.0,Stub,,
253,Eyad al-Sarraj,palestinian territory,802495061.0,802495061.0,Start,,
254,Abdel Aziz al-Rantisi,palestinian territory,802598153.0,802598153.0,C,,
255,Fatima Bernawi,palestinian territory,802835604.0,802835604.0,Start,,
256,Ahmad Sa'adat,palestinian territory,802968215.0,802968215.0,C,,
257,Salah Shehade,palestinian territory,803242304.0,803242304.0,C,,
258,Mahmoud Abbas,palestinian territory,803433440.0,803433440.0,B,,
259,Yasser Arafat,palestinian territory,804075706.0,804075706.0,FA,,
260,Ahmad Shukeiri,palestinian territory,804132518.0,804132518.0,Start,,
261,10 agorot controversy,palestinian territory,804292510.0,804292510.0,Start,,
262,2000 Camp David Summit,palestinian territory,804914588.0,804914588.0,B,,
263,Amin al-Husseini,palestinian territory,804940228.0,804940228.0,B,,
264,Adel Zawati,palestinian territory,804957442.0,804957442.0,Start,,
265,Omar Barghouti,palestinian territory,805306238.0,805306238.0,C,,
266,Arab Money,palestinian territory,805321868.0,805321868.0,C,,
267,Ghassan Khatib,palestinian territory,805441005.0,805441005.0,Start,,
268,Ahmad Toukan,palestinian territory,805811873.0,805811873.0,Start,,
269,Khalil al-Wazir,palestinian territory,806359448.0,806359448.0,B,,
270,Ismail Haniyeh,palestinian territory,806939531.0,806939531.0,C,,
271,Nizar Rayan,palestinian territory,807364845.0,807364845.0,GA,,
272,Haifa al-Agha,palestinian territory,807439836.0,807439836.0,Stub,,
273,Mahmoud al-Zahar,palestinian territory,807444564.0,807444564.0,C,,
487,Julius Gregr,czech republic,395521877.0,395521877.0,Stub,,
488,Edvard Gregr,czech republic,395526568.0,395526568.0,Stub,,
489,Miroslav Poche,czech republic,672862914.0,672862914.0,Stub,,
490,Vojtěch Mynář,czech republic,673008587.0,673008587.0,Stub,,
491,Jan Malypetr,czech republic,704424304.0,704424304.0,Stub,,
492,Emanuel Moravec,czech republic,705080136.0,705080136.0,Start,,
493,Vladimír Hučín,czech republic,707597623.0,707597623.0,Start,,
494,Pavla Topolánková,czech republic,709676840.0,709676840.0,Start,,
495,Josef Barák,czech republic,711675761.0,711675761.0,Stub,,
496,Antonín Švehla,czech republic,712426548.0,712426548.0,Stub,,
497,Jakob Marzel Sternberger,czech republic,713698544.0,713698544.0,Stub,,
498,Alois Anderka,czech republic,714174726.0,714174726.0,Stub,,
499,Ivan Dejmal,czech republic,715467197.0,715467197.0,Start,,
500,Franz Macoun,czech republic,715640391.0,715640391.0,Stub,,
501,Karel Urbánek,czech republic,716711851.0,716711851.0,Stub,,
502,Vladimír Klokočka,czech republic,717429365.0,717429365.0,Start,,
503,Jaromír Jermář,czech republic,720027362.0,720027362.0,Stub,,
504,Artur London,czech republic,721736524.0,721736524.0,Start,,
505,František Sláma (politician),czech republic,722937211.0,722937211.0,Stub,,
506,Jan Kubice,czech republic,723151837.0,723151837.0,Stub,,
507,Kamil Jankovský,czech republic,723207013.0,723207013.0,Stub,,
508,Václav Vacek,czech republic,724691268.0,724691268.0,Stub,,
509,Čestmír Císař,czech republic,725362978.0,725362978.0,C,,
510,Luca Rovinalti,czech republic,726666131.0,726666131.0,Stub,,
511,Kamil Krofta,czech republic,726762194.0,726762194.0,Start,,
512,Milan Štěch,czech republic,728506208.0,728506208.0,Stub,,
513,Antonín Janoušek,czech republic,729912438.0,729912438.0,Stub,,
514,Bedřich Geminder,czech republic,730146355.0,730146355.0,Stub,,
515,Karel Domin,czech republic,735174171.0,735174171.0,Start,,
516,Hubert Ripka,czech republic,737562321.0,737562321.0,Stub,,
517,Tomáš Eduard Šilinger,czech republic,741588720.0,741588720.0,Stub,,
518,Petr Janyška,czech republic,741798984.0,741798984.0,Stub,,
519,Jana Juřenčáková,czech republic,743423675.0,743423675.0,Stub,,
520,Jaromír Nečas,czech republic,744448745.0,744448745.0,Stub,,
521,Siegfried Taub,czech republic,744612257.0,744612257.0,Start,,
522,Záviš Kalandra,czech republic,746707985.0,746707985.0,Stub,,
523,Alois Rašín,czech republic,749575931.0,749575931.0,Start,,
524,Bedřich Reicin,czech republic,749945936.0,749945936.0,Start,,
525,Bernd Richter,czech republic,751718674.0,751718674.0,Stub,,
526,Kamil Kalina,czech republic,753045804.0,753045804.0,Stub,,
527,Richard Sacher,czech republic,755428089.0,755428089.0,Stub,,
528,Václav Fischer,czech republic,756317863.0,756317863.0,Start,,
529,Božena Viková-Kunětická,czech republic,757336278.0,757336278.0,Stub,,
530,Mikuláš of Hus,czech republic,758942647.0,758942647.0,Stub,,
531,Gertruda Sekaninová-Čakrtová,czech republic,759446334.0,759446334.0,GA,,
532,Petr Mlsna,czech republic,765838180.0,765838180.0,Stub,,
533,Antonín Cyril Stojan,czech republic,768047769.0,768047769.0,C,,
534,František Kubka,czech republic,768676716.0,768676716.0,Stub,,
535,Josef Pfitzner,czech republic,773853256.0,773853256.0,Start,,
536,Vladimír Franz,czech republic,774595725.0,774595725.0,C,,
537,Jan Stocklassa,czech republic,776095794.0,776095794.0,Stub,,
538,Jaroslav Krejčí,czech republic,776197284.0,776197284.0,Start,,
539,Libuše Benešová,czech republic,776338134.0,776338134.0,Stub,,
540,Daniela Filipiová,czech republic,776338195.0,776338195.0,Start,,
541,Moses Porges von Portheim,czech republic,776487173.0,776487173.0,Start,,
542,Jan Kasl,czech republic,776508129.0,776508129.0,Start,,
543,Jiří Kittner,czech republic,776509425.0,776509425.0,Stub,,
544,Miloslav Vlček,czech republic,776513404.0,776513404.0,Stub,,
545,Ivo Svoboda (politician),czech republic,776513552.0,776513552.0,Start,,
546,Hana Orgoníková,czech republic,776513802.0,776513802.0,Stub,,
547,Pavel Dostál,czech republic,776514175.0,776514175.0,Start,,
548,Jiří Lobkowicz,czech republic,776751749.0,776751749.0,Stub,,
549,Bohuslav Kokotek,czech republic,777876483.0,777876483.0,Stub,,
550,Alena Hanáková,czech republic,778095433.0,778095433.0,Stub,,
551,Irena Kočí,czech republic,779417455.0,779417455.0,Stub,,
552,Martin Netolický,czech republic,779417738.0,779417738.0,Stub,,
553,David Rath,czech republic,779418369.0,779418369.0,Start,,
554,Eva Nováková,czech republic,779498276.0,779498276.0,Stub,,
555,Vojtěch Adam,czech republic,779500408.0,779500408.0,Stub,,
556,Vlastimil Balín,czech republic,779500749.0,779500749.0,Stub,,
557,Jiří Dolejš,czech republic,779500957.0,779500957.0,Stub,,
558,Zuzka Bebarová-Rujbrová,czech republic,779501010.0,779501010.0,Stub,,
559,Marie Stiborová,czech republic,779501096.0,779501096.0,Stub,,
560,Jiří Svoboda (politician),czech republic,779501161.0,779501161.0,Stub,,
561,Miloslava Vostrá,czech republic,779501194.0,779501194.0,Stub,,
562,Jiří Čeřovský,czech republic,779501654.0,779501654.0,Stub,,
563,Jan Korger,czech republic,779501783.0,779501783.0,Stub,,
564,Kateřina Jacques,czech republic,779581127.0,779581127.0,C,,
565,Tomáš Chalupa,czech republic,779839245.0,779839245.0,Stub,,
566,Pavel Blažek,czech republic,779839319.0,779839319.0,Stub,,
567,Aleš Řebíček,czech republic,779839400.0,779839400.0,Stub,,
568,Ivan Langer,czech republic,779839455.0,779839455.0,Start,,
569,Jan Stráský,czech republic,779839492.0,779839492.0,Start,,
570,Jan Chvojka,czech republic,779842639.0,779842639.0,Stub,,
571,Marie Benešová,czech republic,779847262.0,779847262.0,Stub,,
572,Juraj Chmiel,czech republic,779847492.0,779847492.0,Stub,,
573,Daniela Kovářová,czech republic,779847531.0,779847531.0,Stub,,
574,Rostislav Vondruška,czech republic,779847687.0,779847687.0,Stub,,
575,Martin Štěpánek (actor),czech republic,779847799.0,779847799.0,Stub,,
576,Helena Třeštíková,czech republic,779847837.0,779847837.0,Stub,,
577,Milena Vicenová,czech republic,779847883.0,779847883.0,Stub,,
578,Jaroslav Bašta,czech republic,779848743.0,779848743.0,Stub,,
579,Josef Lux,czech republic,779849059.0,779849059.0,Stub,,
580,Miroslav Macek,czech republic,779849258.0,779849258.0,Stub,,
581,Ladislav Miko,czech republic,779849694.0,779849694.0,Stub,,
582,Džamila Stehlíková,czech republic,779849767.0,779849767.0,Stub,,
583,Jozef Moravčík,czech republic,780051829.0,780051829.0,Stub,,
584,Milan Uhde,czech republic,780321961.0,780321961.0,Stub,,
585,František Pitra,czech republic,780534080.0,780534080.0,Stub,,
586,Oldřich Černík,czech republic,780534267.0,780534267.0,Stub,,
587,Otakar Motejl,czech republic,780868492.0,780868492.0,Start,,
588,Ludwig Czech,czech republic,780887131.0,780887131.0,Stub,,
589,Rudolf Beran,czech republic,780921783.0,780921783.0,Start,,
590,Victor Adler,czech republic,782058966.0,782058966.0,Start,,
591,Emil Beier,czech republic,782384016.0,782384016.0,Stub,,
592,Bruno Kafka,czech republic,783065752.0,783065752.0,Stub,,
593,Lucie Talmanová,czech republic,783711789.0,783711789.0,Start,,
594,Martin Mejstřík,czech republic,783737915.0,783737915.0,Stub,,
595,Vlastimil Tusar,czech republic,784145485.0,784145485.0,Start,,
596,Petr Bendl,czech republic,784826685.0,784826685.0,Start,,
597,Petr Gandalovič,czech republic,784826720.0,784826720.0,Start,,
598,Tomáš Vandas,czech republic,784968648.0,784968648.0,Start,,
599,Robert Mayr-Harting,czech republic,785085345.0,785085345.0,Stub,,
600,Karel Havlíček Borovský,czech republic,785407597.0,785407597.0,C,,
601,Jan Černý,czech republic,786162238.0,786162238.0,Stub,,
602,Josef Frank (politician),czech republic,786399604.0,786399604.0,Stub,,
603,Philip Kinsky of Wchinitz and Tettau,czech republic,786612217.0,786612217.0,Start,,
604,Luboš Dobrovský,czech republic,787952395.0,787952395.0,Stub,,
605,Bedřich Moldan,czech republic,787952868.0,787952868.0,Stub,,
606,Martin Palouš,czech republic,788015952.0,788015952.0,Start,,
607,Hermann Zwierzina,czech republic,788121309.0,788121309.0,Stub,,
608,Eduard Zeman,czech republic,788178766.0,788178766.0,Stub,,
609,Richard Bienert,czech republic,788410657.0,788410657.0,Start,,
610,Václav Hampl,czech republic,789102318.0,789102318.0,Start,,
611,Miroslav Grebeníček,czech republic,789546047.0,789546047.0,Stub,,
612,Vlasta Štěpová,czech republic,789546066.0,789546066.0,Stub,,
613,Egon Lánský,czech republic,789546079.0,789546079.0,Start,,
614,Antonín Prachař,czech republic,789546102.0,789546102.0,Stub,,
615,Milan Horálek,czech republic,789546147.0,789546147.0,Stub,,
616,Antonín Novotný,czech republic,790372008.0,790372008.0,C,,
617,Zuzana Brzobohatá,czech republic,790608148.0,790608148.0,Stub,,
618,Alena Palečková,czech republic,790608180.0,790608180.0,Stub,,
619,Zuzana Roithová,czech republic,790608186.0,790608186.0,Start,,
620,"List of MPs elected in the Czech legislative election, 2017",czech republic,790838510.0,790838510.0,Stub,,
621,Martin Jahn,czech republic,791374581.0,791374581.0,Start,,
622,Pavel Rychetský,czech republic,792417439.0,792417439.0,Start,,
623,Gustáv Slamečka,czech republic,792476721.0,792476721.0,Start,,
624,Edvard Kožušník,czech republic,793087579.0,793087579.0,Stub,,
625,Jan Masaryk,czech republic,793642926.0,793642926.0,C,,
626,Jan Koukal,czech republic,794146543.0,794146543.0,Stub,,
627,Pavel Bém,czech republic,794995687.0,794995687.0,Start,,
628,"List of MPs elected in the Czech legislative election, 2013",czech republic,795098385.0,795098385.0,C,,
629,Vít Bárta,czech republic,795377941.0,795377941.0,Stub,,
630,Karl Kautsky,czech republic,795807571.0,795807571.0,C,,
631,Karl von Czyhlarz,czech republic,795809115.0,795809115.0,Stub,,
632,Václav Fresl,czech republic,796253432.0,796253432.0,Stub,,
633,Josef Václav Frič,czech republic,796403608.0,796403608.0,Start,,
634,Tomáš Zdechovský,czech republic,796749458.0,796749458.0,C,,
635,Andrea Češková,czech republic,796751775.0,796751775.0,Stub,,
636,Dana Kuchtová,czech republic,796752629.0,796752629.0,Stub,,
637,Rudolf Margolius,czech republic,796825099.0,796825099.0,C,,
638,František Ladislav Rieger,czech republic,797539957.0,797539957.0,B,,
639,Petr Mach,czech republic,797842545.0,797842545.0,Start,,
640,Jaroslava Moserová,czech republic,798490261.0,798490261.0,Start,,
641,Vávra Suk,czech republic,798648973.0,798648973.0,Stub,,
642,Vojtěch Náprstek,czech republic,798686948.0,798686948.0,C,,
643,Lubomír Štrougal,czech republic,798705619.0,798705619.0,Start,,
644,Jan Krejčí,czech republic,798796793.0,798796793.0,B,,
645,Radek John,czech republic,798944631.0,798944631.0,Stub,,
646,Jan Jesenius,czech republic,799301686.0,799301686.0,Start,,
647,Josef Ježek,czech republic,800555146.0,800555146.0,Start,,
648,Jana Bobošíková,czech republic,800754664.0,800754664.0,Start,,
649,Franz Anton von Kolowrat-Liebsteinsky,czech republic,800883412.0,800883412.0,Start,,
650,Viktor Dyk,czech republic,800925236.0,800925236.0,C,,
651,Alois Jirásek,czech republic,800925518.0,800925518.0,C,,
652,"Alexander von Mensdorff-Pouilly, Prince Dietrichstein von Nicolsburg",czech republic,801939668.0,801939668.0,Start,,
653,Adriana Krnáčová,czech republic,801972898.0,801972898.0,Start,,
654,Ondřej Liška,czech republic,802013967.0,802013967.0,Stub,,
655,Marcel Chládek,czech republic,802054500.0,802054500.0,Stub,,
656,Miroslava Kopicová,czech republic,802055280.0,802055280.0,Stub,,
657,Milan Chovanec,czech republic,802060218.0,802060218.0,Stub,,
658,František Bublan,czech republic,802060471.0,802060471.0,Stub,,
659,Jiří Dienstbier Jr.,czech republic,802069244.0,802069244.0,C,,
660,Táňa Fischerová,czech republic,802360196.0,802360196.0,C,,
661,Václav Jehlička,czech republic,802365998.0,802365998.0,Stub,,
662,Viliam Široký,czech republic,802416926.0,802416926.0,Stub,,
663,Miroslav Lidinský,czech republic,802531379.0,802531379.0,C,,
664,Petr Cibulka,czech republic,802834939.0,802834939.0,Start,,
665,Anna Šabatová,czech republic,802875800.0,802875800.0,Stub,,
666,Adolph Aloys von Braun,czech republic,803332354.0,803332354.0,C,,
667,Dana Bérová,czech republic,803438779.0,803438779.0,Stub,,
668,František Palacký,czech republic,803658529.0,803658529.0,C,,
669,Miroslav Kostelka,czech republic,803709959.0,803709959.0,Stub,,
670,Martin Barták,czech republic,803793256.0,803793256.0,Stub,,
671,Karolína Peake,czech republic,803794383.0,803794383.0,Start,,
672,Petr Ježek,czech republic,803983301.0,803983301.0,Start,,
673,František Udržal,czech republic,804093764.0,804093764.0,Stub,,
674,Václav Havel,czech republic,804569724.0,804569724.0,C,,
675,Pavel Fischer,czech republic,804582256.0,804582256.0,Stub,,
676,Eva Tylová,czech republic,804591494.0,804591494.0,Stub,,
677,Dana Jurásková,czech republic,804715205.0,804715205.0,Stub,,
678,Svatopluk Němeček,czech republic,804715467.0,804715467.0,Stub,,
679,Richard Brabec,czech republic,804820949.0,804820949.0,Stub,,
680,Jan Fischer (politician),czech republic,804868436.0,804868436.0,C,,
681,Martin Pecina,czech republic,804869147.0,804869147.0,Stub,,
682,Vlasta Parkanová,czech republic,804871394.0,804871394.0,Stub,,
683,Martin Bursík,czech republic,804879673.0,804879673.0,Start,,
684,Lubomír Zaorálek,czech republic,805037426.0,805037426.0,Start,,
685,Radola Gajda,czech republic,805084705.0,805084705.0,C,,
686,Karel Schwarzenberg,czech republic,805176779.0,805176779.0,C,,
687,Vlasta Svobodová,czech republic,805179298.0,805179298.0,Stub,,
688,Ondřej Přikryl,czech republic,805352758.0,805352758.0,Start,,
689,Milada Horáková,czech republic,805439919.0,805439919.0,C,,
690,Martin Holcát,czech republic,805824502.0,805824502.0,Stub,,
691,Alena Dernerová,czech republic,805946007.0,805946007.0,Stub,,
692,Marian Jurečka,czech republic,806049453.0,806049453.0,Stub,,
693,Pavel Bělobrádek,czech republic,806085100.0,806085100.0,Stub,,
694,Dan Ťok,czech republic,806231200.0,806231200.0,Stub,,
695,Jiří Dienstbier,czech republic,806490518.0,806490518.0,Stub,,
696,Rudolf Slánský,czech republic,806504904.0,806504904.0,C,,
697,Alexandr Vondra,czech republic,806537585.0,806537585.0,C,,
698,Jaroslav Šedivý,czech republic,806538241.0,806538241.0,Stub,,
699,Cyril Svoboda,czech republic,806538320.0,806538320.0,C,,
